ID,class,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color
4027,p,e,b,s,s,w,w,p,w,o,p,n
4028,p,e,b,k,k,p,b,p,w,o,l,h
4029,p,t,b,s,f,w,w,p,w,o,p,h
4030,p,e,b,k,k,n,p,p,w,o,l,h
4031,p,e,b,k,k,p,p,p,w,o,l,h
4032,p,e,b,s,s,w,w,p,w,o,p,k
4033,p,e,b,k,k,p,n,p,w,o,l,h
4034,e,t,b,s,s,w,p,p,w,o,p,k
4035,p,e,b,k,k,p,p,p,w,o,l,h
4036,p,e,b,k,k,n,p,p,w,o,l,h
4037,p,e,b,k,k,p,b,p,w,o,l,h
4038,p,e,b,k,k,p,n,p,w,o,l,h
4039,p,e,b,k,k,n,b,p,w,o,l,h
4040,e,t,b,s,s,g,w,p,w,o,p,k
4041,p,e,b,k,k,p,p,p,w,o,l,h
4042,e,t,b,s,s,w,p,p,w,o,p,n
4043,p,e,b,k,k,b,p,p,w,o,l,h
4044,p,e,b,k,k,p,p,p,w,o,l,h
4045,p,e,b,k,k,b,b,p,w,o,l,h
4046,p,e,b,s,s,w,w,p,w,o,p,k
4047,p,e,b,k,k,n,n,p,w,o,l,h
4048,e,t,b,s,s,g,w,p,w,o,p,k
4049,p,e,b,s,s,w,w,p,w,o,p,k
4050,p,e,b,k,k,p,b,p,w,o,l,h
4051,p,e,b,k,k,b,n,p,w,o,l,h
4052,p,e,b,s,s,w,w,p,w,o,p,n
4053,p,e,b,k,k,p,p,p,w,o,l,h
4054,p,e,b,k,k,p,n,p,w,o,l,h
4055,e,t,b,s,s,g,g,p,w,o,p,k
4056,p,e,b,k,k,p,b,p,w,o,l,h
4057,p,e,b,k,k,b,p,p,w,o,l,h
4058,p,e,b,s,s,w,w,p,w,o,p,n
4059,p,e,b,s,s,w,w,p,w,o,p,k
4060,e,t,b,s,s,w,p,p,w,o,p,n
4061,p,e,b,k,k,b,b,p,w,o,l,h
4062,e,t,b,s,s,w,w,p,w,o,p,n
4063,e,t,b,s,s,w,w,p,w,o,p,k
4064,p,e,b,k,k,b,p,p,w,o,l,h
4065,p,e,b,k,k,b,n,p,w,o,l,h
4066,p,e,b,k,k,n,p,p,w,o,l,h
4067,p,e,b,k,k,n,b,p,w,o,l,h
4068,p,e,b,k,k,p,n,p,w,o,l,h
4069,e,t,b,s,s,p,p,p,w,o,p,n
4070,p,e,b,k,k,b,p,p,w,o,l,h
4071,p,e,b,k,k,n,n,p,w,o,l,h
4072,p,e,b,k,k,b,n,p,w,o,l,h
4073,p,e,b,k,k,b,n,p,w,o,l,h
4074,e,t,b,s,s,w,g,p,w,o,p,n
4075,e,t,b,s,s,g,g,p,w,o,p,n
4076,p,e,b,k,k,p,n,p,w,o,l,h
4077,e,e,?,s,f,w,w,p,w,o,f,h
4078,e,t,b,s,s,p,w,p,w,o,p,n
4079,p,e,b,k,k,p,p,p,w,o,l,h
4080,p,e,b,k,k,b,b,p,w,o,l,h
4081,p,e,b,k,k,n,p,p,w,o,l,h
4082,p,e,b,k,k,n,p,p,w,o,l,h
4083,p,e,b,k,k,p,b,p,w,o,l,h
4084,p,e,b,k,k,b,b,p,w,o,l,h
4085,p,e,b,k,k,b,b,p,w,o,l,h
4086,p,e,b,k,k,b,n,p,w,o,l,h
4087,p,e,b,k,k,n,b,p,w,o,l,h
4088,e,t,b,s,s,p,g,p,w,o,p,n
4089,p,e,b,k,k,n,p,p,w,o,l,h
4090,e,t,b,s,s,g,g,p,w,o,p,n
4091,p,e,b,k,k,b,n,p,w,o,l,h
4092,p,e,b,k,k,b,b,p,w,o,l,h
4093,e,t,b,s,s,w,w,p,w,o,p,n
4094,e,t,b,s,s,p,g,p,w,o,p,k
4095,p,e,b,k,k,n,p,p,w,o,l,h
4096,e,t,b,s,s,p,p,p,w,o,p,k
4097,e,t,b,s,s,p,w,p,w,o,p,n
4098,p,e,b,k,k,b,b,p,w,o,l,h
4099,p,e,b,s,s,w,w,p,w,o,p,k
4100,p,e,b,k,k,b,n,p,w,o,l,h
4101,p,t,?,k,s,p,p,p,w,o,e,w
4102,p,e,b,k,k,b,p,p,w,o,l,h
4103,p,e,b,k,k,b,p,p,w,o,l,h
4104,e,t,b,s,s,w,p,p,w,o,p,n
4105,p,t,?,s,s,p,p,p,w,o,e,w
4106,e,t,b,s,s,g,g,p,w,o,p,n
4107,p,e,b,s,s,w,w,p,w,t,p,r
4108,e,t,b,s,s,g,g,p,w,o,p,k
4109,p,e,b,k,k,b,n,p,w,o,l,h
4110,e,t,b,s,s,w,g,p,w,o,p,k
4111,p,e,b,k,k,p,n,p,w,o,l,h
4112,p,e,b,k,k,n,n,p,w,o,l,h
4113,p,e,b,k,k,n,p,p,w,o,l,h
4114,e,t,b,s,s,p,w,p,w,o,p,n
4115,p,e,b,k,k,n,p,p,w,o,l,h
4116,p,e,b,k,k,p,b,p,w,o,l,h
4117,p,e,b,k,k,n,n,p,w,o,l,h
4118,p,e,b,k,k,b,b,p,w,o,l,h
4119,p,e,b,k,k,p,n,p,w,o,l,h
4120,p,e,b,k,k,n,b,p,w,o,l,h
4121,p,e,b,k,k,n,b,p,w,o,l,h
4122,e,t,b,s,s,g,g,p,w,o,p,k
4123,p,e,b,k,k,n,p,p,w,o,l,h
4124,p,e,b,k,k,n,p,p,w,o,l,h
4125,e,t,b,s,s,w,p,p,w,o,p,k
4126,p,e,b,k,k,p,p,p,w,o,l,h
4127,p,e,b,k,k,b,p,p,w,o,l,h
4128,e,t,b,s,s,p,p,p,w,o,p,k
4129,p,e,b,k,k,b,p,p,w,o,l,h
4130,e,t,b,s,s,g,g,p,w,o,p,k
4131,p,e,b,k,k,b,b,p,w,o,l,h
4132,p,e,b,k,k,b,b,p,w,o,l,h
4133,p,e,b,k,k,b,b,p,w,o,l,h
4134,p,e,b,s,s,w,w,p,w,o,p,k
4135,e,t,b,s,s,g,p,p,w,o,p,k
4136,p,e,b,k,k,p,p,p,w,o,l,h
4137,p,e,b,k,k,b,b,p,w,o,l,h
4138,p,e,b,k,k,b,n,p,w,o,l,h
4139,e,t,b,s,s,p,w,p,w,o,p,k
4140,p,e,b,k,k,b,n,p,w,o,l,h
4141,p,e,b,k,k,p,b,p,w,o,l,h
4142,e,t,b,s,s,w,g,p,w,o,p,n
4143,e,t,b,s,s,p,g,p,w,o,p,k
4144,p,t,b,f,f,w,w,p,w,o,p,h
4145,p,e,b,k,k,p,n,p,w,o,l,h
4146,p,e,b,k,k,n,b,p,w,o,l,h
4147,p,e,b,k,k,p,b,p,w,o,l,h
4148,p,e,b,k,k,b,n,p,w,o,l,h
4149,p,e,b,k,k,b,n,p,w,o,l,h
4150,p,e,b,k,k,n,p,p,w,o,l,h
4151,e,t,b,s,s,w,w,p,w,o,p,n
4152,p,e,b,k,k,b,n,p,w,o,l,h
4153,p,e,b,k,k,p,p,p,w,o,l,h
4154,p,e,b,k,k,b,b,p,w,o,l,h
4155,e,t,b,s,s,w,p,p,w,o,p,n
4156,e,t,b,s,s,p,w,p,w,o,p,n
4157,e,t,b,s,s,p,p,p,w,o,p,n
4158,p,e,b,k,k,b,n,p,w,o,l,h
4159,p,e,b,k,k,b,p,p,w,o,l,h
4160,e,t,b,s,s,g,p,p,w,o,p,k
4161,p,e,b,k,k,p,b,p,w,o,l,h
4162,e,t,b,s,s,g,w,p,w,o,p,n
4163,p,e,b,k,k,n,p,p,w,o,l,h
4164,p,e,b,k,k,p,n,p,w,o,l,h
4165,p,e,b,k,k,n,p,p,w,o,l,h
4166,e,e,b,f,f,w,n,p,w,o,e,w
4167,p,e,b,k,k,n,n,p,w,o,l,h
4168,p,e,b,k,k,n,p,p,w,o,l,h
4169,p,e,b,k,k,p,n,p,w,o,l,h
4170,p,e,b,k,k,p,b,p,w,o,l,h
4171,p,t,b,f,s,w,w,p,w,o,p,h
4172,p,e,b,k,k,n,n,p,w,o,l,h
4173,p,e,b,k,k,n,p,p,w,o,l,h
4174,p,e,b,k,k,b,b,p,w,o,l,h
4175,p,e,b,k,k,n,p,p,w,o,l,h
4176,p,e,b,k,k,p,p,p,w,o,l,h
4177,e,t,b,s,s,p,w,p,w,o,p,k
4178,p,e,b,k,k,b,b,p,w,o,l,h
4179,p,e,b,k,k,b,b,p,w,o,l,h
4180,e,t,b,s,s,p,p,p,w,o,p,k
4181,p,e,b,k,k,b,p,p,w,o,l,h
4182,p,e,b,k,k,b,b,p,w,o,l,h
4183,p,e,b,k,k,p,n,p,w,o,l,h
4184,e,t,b,s,s,w,w,p,w,o,p,k
4185,p,e,b,k,k,n,p,p,w,o,l,h
4186,p,e,b,k,k,p,p,p,w,o,l,h
4187,e,t,b,s,s,p,w,p,w,o,p,n
4188,e,t,b,s,s,p,g,p,w,o,p,n
4189,p,e,b,k,k,n,n,p,w,o,l,h
4190,p,e,b,k,k,p,p,p,w,o,l,h
4191,p,e,b,k,k,n,b,p,w,o,l,h
4192,p,e,b,k,k,n,p,p,w,o,l,h
4193,p,e,b,k,k,b,b,p,w,o,l,h
4194,p,e,b,k,k,p,n,p,w,o,l,h
4195,p,t,b,f,f,w,w,p,w,o,p,h
4196,e,t,b,s,s,p,p,p,w,o,p,n
4197,p,t,?,k,k,p,p,p,w,o,e,w
4198,e,t,b,s,s,g,w,p,w,o,p,n
4199,p,e,b,s,s,w,w,p,w,o,p,k
4200,p,e,b,s,s,w,w,p,w,o,p,n
4201,p,t,?,s,k,p,w,p,w,o,e,w
4202,p,e,b,k,k,n,p,p,w,o,l,h
4203,p,e,b,k,k,b,b,p,w,o,l,h
4204,p,t,b,s,f,w,w,p,w,o,p,h
4205,p,e,b,k,k,b,p,p,w,o,l,h
4206,p,e,b,k,k,b,b,p,w,o,l,h
4207,p,e,b,k,k,n,p,p,w,o,l,h
4208,p,e,b,k,k,n,b,p,w,o,l,h
4209,p,e,b,k,k,b,b,p,w,o,l,h
4210,p,e,b,k,k,n,p,p,w,o,l,h
4211,p,e,b,k,k,p,p,p,w,o,l,h
4212,p,e,b,k,k,b,b,p,w,o,l,h
4213,p,e,b,k,k,n,n,p,w,o,l,h
4214,p,e,b,k,k,n,b,p,w,o,l,h
4215,p,e,b,k,k,b,p,p,w,o,l,h
4216,p,e,b,k,k,n,p,p,w,o,l,h
4217,p,t,b,s,s,w,w,p,w,o,p,h
4218,p,e,b,k,k,n,n,p,w,o,l,h
4219,p,e,b,k,k,p,b,p,w,o,l,h
4220,p,e,b,k,k,n,p,p,w,o,l,h
4221,p,e,b,k,k,p,n,p,w,o,l,h
4222,p,e,b,k,k,b,p,p,w,o,l,h
4223,p,e,b,k,k,b,n,p,w,o,l,h
4224,p,e,b,k,k,n,b,p,w,o,l,h
4225,e,t,b,s,s,w,w,p,w,o,p,n
4226,p,e,b,k,k,n,p,p,w,o,l,h
4227,p,e,b,k,k,b,p,p,w,o,l,h
4228,p,e,b,k,k,n,p,p,w,o,l,h
4229,p,e,b,k,k,b,p,p,w,o,l,h
4230,p,e,b,k,k,p,p,p,w,o,l,h
4231,p,e,b,k,k,n,b,p,w,o,l,h
4232,p,e,b,k,k,p,p,p,w,o,l,h
4233,p,t,b,f,f,w,w,p,w,o,p,h
4234,p,e,b,k,k,p,n,p,w,o,l,h
4235,p,e,b,k,k,b,p,p,w,o,l,h
4236,p,e,b,k,k,n,n,p,w,o,l,h
4237,p,e,b,k,k,p,b,p,w,o,l,h
4238,p,e,b,k,k,b,n,p,w,o,l,h
4239,p,e,b,k,k,b,b,p,w,o,l,h
4240,p,e,b,k,k,n,b,p,w,o,l,h
4241,p,e,b,k,k,b,p,p,w,o,l,h
4242,p,e,b,k,k,p,b,p,w,o,l,h
4243,p,e,b,k,k,n,b,p,w,o,l,h
4244,p,e,b,k,k,n,n,p,w,o,l,h
4245,p,e,b,k,k,n,b,p,w,o,l,h
4246,p,t,b,f,s,w,w,p,w,o,p,h
4247,p,e,b,k,k,n,b,p,w,o,l,h
4248,p,t,b,f,s,w,w,p,w,o,p,h
4249,p,e,b,k,k,p,b,p,w,o,l,h
4250,p,e,b,k,k,n,n,p,w,o,l,h
4251,p,e,b,k,k,n,b,p,w,o,l,h
4252,p,e,b,k,k,n,n,p,w,o,l,h
4253,p,e,b,k,k,p,p,p,w,o,l,h
4254,e,t,b,s,s,g,g,p,w,o,p,n
4255,p,e,b,k,k,p,p,p,w,o,l,h
4256,p,e,b,k,k,p,n,p,w,o,l,h
4257,p,e,b,k,k,p,b,p,w,o,l,h
4258,p,e,b,k,k,n,p,p,w,o,l,h
4259,p,e,b,k,k,n,p,p,w,o,l,h
4260,p,e,b,k,k,p,p,p,w,o,l,h
4261,p,e,b,k,k,b,b,p,w,o,l,h
4262,p,e,b,k,k,p,p,p,w,o,l,h
4263,p,e,b,s,s,w,w,p,w,o,p,k
4264,p,e,b,k,k,n,n,p,w,o,l,h
4265,p,e,b,k,k,n,n,p,w,o,l,h
4266,p,e,b,k,k,b,p,p,w,o,l,h
4267,p,e,b,k,k,p,n,p,w,o,l,h
4268,p,e,b,k,k,p,n,p,w,o,l,h
4269,p,e,b,k,k,p,n,p,w,o,l,h
4270,p,e,b,k,k,b,n,p,w,o,l,h
4271,p,e,b,k,k,b,p,p,w,o,l,h
4272,p,e,b,k,k,p,b,p,w,o,l,h
4273,p,e,b,k,k,n,p,p,w,o,l,h
4274,p,e,b,k,k,b,b,p,w,o,l,h
4275,p,e,b,k,k,p,n,p,w,o,l,h
4276,p,e,b,k,k,b,n,p,w,o,l,h
4277,e,e,b,f,f,w,n,p,w,o,e,w
4278,p,e,b,k,k,n,n,p,w,o,l,h
4279,p,e,b,k,k,n,p,p,w,o,l,h
4280,p,e,b,k,k,p,p,p,w,o,l,h
4281,p,e,b,k,k,n,b,p,w,o,l,h
4282,p,e,b,k,k,b,p,p,w,o,l,h
4283,p,e,b,k,k,p,p,p,w,o,l,h
4284,e,e,?,s,s,w,w,p,w,t,e,w
4285,p,e,b,k,k,n,b,p,w,o,l,h
4286,p,e,b,k,k,b,b,p,w,o,l,h
4287,p,e,b,k,k,p,b,p,w,o,l,h
4288,p,e,b,k,k,b,p,p,w,o,l,h
4289,p,e,b,k,k,b,b,p,w,o,l,h
4290,p,e,b,k,k,p,n,p,w,o,l,h
4291,p,e,b,k,k,n,b,p,w,o,l,h
4292,e,e,?,s,s,w,e,p,w,t,e,w
4293,p,e,b,k,k,p,n,p,w,o,l,h
4294,p,e,b,k,k,p,n,p,w,o,l,h
4295,p,e,b,k,k,b,n,p,w,o,l,h
4296,p,e,b,k,k,n,b,p,w,o,l,h
4297,p,e,b,k,k,n,p,p,w,o,l,h
4298,p,e,b,k,k,n,b,p,w,o,l,h
4299,p,e,b,k,k,p,p,p,w,o,l,h
4300,p,e,b,k,k,b,n,p,w,o,l,h
4301,p,e,b,k,k,n,n,p,w,o,l,h
4302,p,e,b,k,k,p,p,p,w,o,l,h
4303,p,e,b,k,k,n,n,p,w,o,l,h
4304,p,e,b,k,k,p,n,p,w,o,l,h
4305,p,e,b,k,k,p,b,p,w,o,l,h
4306,e,t,b,s,s,p,w,p,w,o,p,n
4307,p,e,b,k,k,p,b,p,w,o,l,h
4308,p,e,b,k,k,n,p,p,w,o,l,h
4309,p,e,b,k,k,b,n,p,w,o,l,h
4310,p,e,b,k,k,p,b,p,w,o,l,h
4311,p,e,b,k,k,b,n,p,w,o,l,h
4312,p,e,b,k,k,p,b,p,w,o,l,h
4313,p,e,b,k,k,b,b,p,w,o,l,h
4314,p,e,b,k,k,p,n,p,w,o,l,h
4315,p,e,b,k,k,n,b,p,w,o,l,h
4316,p,e,b,k,k,b,p,p,w,o,l,h
4317,p,e,b,k,k,p,b,p,w,o,l,h
4318,p,e,b,k,k,b,b,p,w,o,l,h
4319,p,e,b,k,k,b,p,p,w,o,l,h
4320,p,e,b,k,k,n,n,p,w,o,l,h
4321,p,e,b,k,k,p,p,p,w,o,l,h
4322,p,e,b,k,k,p,b,p,w,o,l,h
4323,p,e,b,k,k,b,p,p,w,o,l,h
4324,p,e,b,k,k,n,b,p,w,o,l,h
4325,p,e,b,k,k,b,b,p,w,o,l,h
4326,p,e,b,k,k,n,b,p,w,o,l,h
4327,e,e,?,s,f,w,w,p,w,o,f,h
4328,p,e,b,k,k,n,b,p,w,o,l,h
4329,p,e,b,k,k,b,p,p,w,o,l,h
4330,p,t,?,k,s,w,w,p,w,o,e,w
4331,p,e,b,k,k,b,n,p,w,o,l,h
4332,p,e,?,k,y,w,n,p,w,o,e,w
4333,p,e,b,k,k,b,p,p,w,o,l,h
4334,p,e,b,k,k,b,n,p,w,o,l,h
4335,p,e,b,k,k,b,p,p,w,o,l,h
4336,p,e,b,k,k,n,p,p,w,o,l,h
4337,p,e,b,k,k,p,p,p,w,o,l,h
4338,p,e,b,k,k,n,p,p,w,o,l,h
4339,p,e,b,k,k,n,b,p,w,o,l,h
4340,p,e,b,k,k,n,n,p,w,o,l,h
4341,p,e,b,k,k,p,n,p,w,o,l,h
4342,e,t,b,s,s,g,p,p,w,o,p,k
4343,p,e,b,k,k,n,n,p,w,o,l,h
4344,p,e,b,k,k,p,p,p,w,o,l,h
4345,p,e,b,k,k,n,n,p,w,o,l,h
4346,p,e,b,k,k,b,b,p,w,o,l,h
4347,p,e,b,k,k,n,b,p,w,o,l,h
4348,p,e,b,k,k,p,p,p,w,o,l,h
4349,p,e,b,k,k,p,p,p,w,o,l,h
4350,p,t,b,s,s,w,w,p,w,o,p,h
4351,p,e,b,k,k,p,b,p,w,o,l,h
4352,p,e,b,k,k,n,n,p,w,o,l,h
4353,p,e,b,k,k,n,n,p,w,o,l,h
4354,p,e,b,k,k,b,n,p,w,o,l,h
4355,p,e,b,k,k,p,b,p,w,o,l,h
4356,p,e,b,k,k,n,n,p,w,o,l,h
4357,p,e,b,k,k,b,n,p,w,o,l,h
4358,e,e,?,s,s,w,e,p,w,t,e,w
4359,p,e,b,k,k,p,p,p,w,o,l,h
4360,p,e,b,k,k,n,p,p,w,o,l,h
4361,p,e,b,k,k,n,n,p,w,o,l,h
4362,p,e,b,k,k,p,p,p,w,o,l,h
4363,p,e,b,k,k,n,n,p,w,o,l,h
4364,p,e,b,k,k,b,b,p,w,o,l,h
4365,p,e,b,s,s,w,w,p,w,o,p,w
4366,p,t,b,s,s,w,w,p,w,o,p,h
4367,p,e,b,k,k,b,p,p,w,o,l,h
4368,p,e,b,k,k,b,b,p,w,o,l,h
4369,p,e,b,k,k,p,p,p,w,o,l,h
4370,p,e,b,k,k,b,p,p,w,o,l,h
4371,p,e,b,k,k,n,n,p,w,o,l,h
4372,p,e,b,k,k,p,p,p,w,o,l,h
4373,p,e,b,k,k,b,p,p,w,o,l,h
4374,p,e,b,k,k,b,p,p,w,o,l,h
4375,p,t,b,f,f,w,w,p,w,o,p,h
4376,e,t,b,s,s,g,p,p,w,o,p,n
4377,p,t,?,s,k,w,p,p,w,o,e,w
4378,p,e,b,k,k,p,p,p,w,o,l,h
4379,p,e,b,k,k,p,n,p,w,o,l,h
4380,e,t,b,s,s,p,g,p,w,o,p,k
4381,e,e,?,s,s,w,e,p,w,t,e,w
4382,p,e,b,k,k,n,n,p,w,o,l,h
4383,p,e,b,k,k,b,n,p,w,o,l,h
4384,p,e,b,k,k,n,b,p,w,o,l,h
4385,p,e,b,k,k,n,n,p,w,o,l,h
4386,p,e,b,k,k,b,n,p,w,o,l,h
4387,p,e,b,k,k,b,b,p,w,o,l,h
4388,p,e,b,k,k,n,n,p,w,o,l,h
4389,p,e,b,k,k,b,b,p,w,o,l,h
4390,p,e,b,k,k,p,p,p,w,o,l,h
4391,p,e,b,k,k,p,n,p,w,o,l,h
4392,p,e,b,k,k,b,n,p,w,o,l,h
4393,p,e,b,k,k,n,b,p,w,o,l,h
4394,p,e,b,k,k,p,b,p,w,o,l,h
4395,p,e,b,k,k,p,p,p,w,o,l,h
4396,p,e,b,k,k,b,n,p,w,o,l,h
4397,e,e,?,s,f,w,w,p,w,o,f,h
4398,p,e,b,k,k,n,n,p,w,o,l,h
4399,p,e,b,k,k,n,p,p,w,o,l,h
4400,p,e,b,k,k,p,n,p,w,o,l,h
4401,p,e,b,k,k,p,n,p,w,o,l,h
4402,p,e,b,k,k,b,b,p,w,o,l,h
4403,p,e,b,k,k,p,b,p,w,o,l,h
4404,p,e,b,k,k,b,b,p,w,o,l,h
4405,p,e,b,k,k,b,n,p,w,o,l,h
4406,p,e,b,k,k,b,n,p,w,o,l,h
4407,p,e,b,k,k,b,n,p,w,o,l,h
4408,p,e,b,k,k,p,n,p,w,o,l,h
4409,p,e,b,k,k,n,b,p,w,o,l,h
4410,p,e,b,k,k,n,b,p,w,o,l,h
4411,e,t,b,s,s,g,w,p,w,o,p,n
4412,p,t,b,s,f,w,w,p,w,o,p,h
4413,p,e,b,k,k,p,n,p,w,o,l,h
4414,p,e,b,k,k,p,p,p,w,o,l,h
4415,p,e,b,k,k,p,b,p,w,o,l,h
4416,p,e,b,k,k,p,b,p,w,o,l,h
4417,p,e,b,k,k,n,n,p,w,o,l,h
4418,e,t,b,s,s,w,g,p,w,o,p,k
4419,p,e,b,k,k,b,n,p,w,o,l,h
4420,e,e,?,s,s,w,w,p,w,t,e,w
4421,p,e,b,k,k,n,p,p,w,o,l,h
4422,p,e,b,k,k,p,b,p,w,o,l,h
4423,p,e,b,k,k,p,n,p,w,o,l,h
4424,p,e,b,k,k,b,b,p,w,o,l,h
4425,e,t,b,s,s,g,g,p,w,o,p,k
4426,p,e,b,k,k,p,n,p,w,o,l,h
4427,p,e,b,k,k,b,n,p,w,o,l,h
4428,p,e,b,k,k,n,n,p,w,o,l,h
4429,p,e,b,k,k,n,b,p,w,o,l,h
4430,p,t,?,k,s,w,p,p,w,o,e,w
4431,p,e,b,k,k,p,b,p,w,o,l,h
4432,p,e,b,k,k,n,b,p,w,o,l,h
4433,p,e,b,k,k,n,n,p,w,o,l,h
4434,p,e,b,k,k,n,b,p,w,o,l,h
4435,p,e,b,k,k,b,p,p,w,o,l,h
4436,p,e,b,k,k,b,b,p,w,o,l,h
4437,p,e,b,k,k,b,n,p,w,o,l,h
4438,p,e,b,k,k,b,n,p,w,o,l,h
4439,p,e,b,s,s,w,w,p,w,o,p,k
4440,p,e,b,k,k,b,p,p,w,o,l,h
4441,p,t,b,f,f,w,w,p,w,o,p,h
4442,p,e,b,k,k,n,n,p,w,o,l,h
4443,p,e,b,k,k,p,b,p,w,o,l,h
4444,p,e,b,k,k,n,b,p,w,o,l,h
4445,e,t,b,s,s,p,g,p,w,o,p,k
4446,p,e,b,k,k,b,n,p,w,o,l,h
4447,p,e,b,k,k,n,p,p,w,o,l,h
4448,p,e,b,k,k,n,b,p,w,o,l,h
4449,p,e,b,k,k,b,b,p,w,o,l,h
4450,p,e,b,k,k,b,p,p,w,o,l,h
4451,p,e,b,k,k,b,p,p,w,o,l,h
4452,e,t,b,s,s,g,g,p,w,o,p,n
4453,p,e,b,k,k,n,n,p,w,o,l,h
4454,p,e,b,k,k,b,p,p,w,o,l,h
4455,p,e,b,k,k,p,n,p,w,o,l,h
4456,p,e,b,k,k,p,p,p,w,o,l,h
4457,p,e,b,k,k,n,b,p,w,o,l,h
4458,p,e,b,k,k,p,b,p,w,o,l,h
4459,p,e,b,k,k,b,n,p,w,o,l,h
4460,e,e,?,s,s,e,e,p,w,t,e,w
4461,p,e,b,k,k,b,b,p,w,o,l,h
4462,p,t,?,s,k,p,w,p,w,o,e,w
4463,p,e,b,k,k,n,n,p,w,o,l,h
4464,p,e,b,k,k,n,n,p,w,o,l,h
4465,p,e,b,k,k,b,b,p,w,o,l,h
4466,p,e,b,k,k,p,p,p,w,o,l,h
4467,p,e,b,k,k,b,p,p,w,o,l,h
4468,p,e,b,k,k,n,n,p,w,o,l,h
4469,p,e,b,k,k,n,b,p,w,o,l,h
4470,p,t,b,f,f,w,w,p,w,o,p,h
4471,p,e,b,k,k,p,b,p,w,o,l,h
4472,p,e,b,k,k,p,p,p,w,o,l,h
4473,p,e,b,k,k,p,n,p,w,o,l,h
4474,p,e,b,k,k,n,b,p,w,o,l,h
4475,p,e,b,k,k,b,n,p,w,o,l,h
4476,p,e,b,k,k,n,b,p,w,o,l,h
4477,p,e,b,k,k,b,n,p,w,o,l,h
4478,p,e,b,k,k,p,n,p,w,o,l,h
4479,p,e,b,k,k,b,b,p,w,o,l,h
4480,p,e,b,k,k,b,b,p,w,o,l,h
4481,e,t,b,s,s,w,p,p,w,o,p,k
4482,p,e,b,k,k,b,p,p,w,o,l,h
4483,p,e,b,k,k,n,n,p,w,o,l,h
4484,p,e,b,k,k,b,p,p,w,o,l,h
4485,p,e,b,k,k,p,b,p,w,o,l,h
4486,p,e,b,k,k,b,p,p,w,o,l,h
4487,p,e,b,k,k,n,b,p,w,o,l,h
4488,p,e,b,k,k,p,p,p,w,o,l,h
4489,p,e,b,k,k,b,n,p,w,o,l,h
4490,p,e,b,k,k,n,n,p,w,o,l,h
4491,p,e,b,k,k,p,n,p,w,o,l,h
4492,e,e,b,s,f,w,n,p,w,o,e,w
4493,p,e,b,k,k,p,b,p,w,o,l,h
4494,p,e,b,k,k,p,n,p,w,o,l,h
4495,p,e,?,k,y,w,y,p,w,o,e,w
4496,p,e,b,k,k,p,b,p,w,o,l,h
4497,p,t,b,f,s,w,w,p,w,o,p,h
4498,e,e,?,s,s,w,w,p,w,t,e,w
4499,p,t,?,s,k,p,p,p,w,o,e,w
4500,p,e,b,s,s,w,w,p,w,o,p,k
4501,p,e,b,k,k,n,n,p,w,o,l,h
4502,p,e,b,k,k,b,n,p,w,o,l,h
4503,p,e,b,k,k,p,b,p,w,o,l,h
4504,p,e,b,k,k,n,b,p,w,o,l,h
4505,p,e,b,k,k,b,b,p,w,o,l,h
4506,p,e,b,k,k,b,b,p,w,o,l,h
4507,p,e,b,k,k,p,p,p,w,o,l,h
4508,p,e,b,k,k,b,n,p,w,o,l,h
4509,p,e,b,k,k,p,n,p,w,o,l,h
4510,p,e,b,k,k,b,b,p,w,o,l,h
4511,p,e,b,k,k,b,n,p,w,o,l,h
4512,p,e,b,k,k,p,b,p,w,o,l,h
4513,p,e,b,k,k,b,p,p,w,o,l,h
4514,p,e,b,k,k,n,n,p,w,o,l,h
4515,p,e,b,k,k,n,n,p,w,o,l,h
4516,p,e,b,k,k,b,p,p,w,o,l,h
4517,p,e,b,k,k,b,p,p,w,o,l,h
4518,p,e,b,k,k,b,b,p,w,o,l,h
4519,p,e,b,k,k,b,n,p,w,o,l,h
4520,e,e,?,s,s,e,w,p,w,t,e,w
4521,p,e,b,k,k,p,n,p,w,o,l,h
4522,p,e,b,k,k,p,b,p,w,o,l,h
4523,p,t,?,s,s,p,p,p,w,o,e,w
4524,p,e,b,k,k,b,b,p,w,o,l,h
4525,p,e,b,k,k,n,b,p,w,o,l,h
4526,p,e,b,k,k,p,n,p,w,o,l,h
4527,p,e,b,k,k,b,p,p,w,o,l,h
4528,p,e,b,k,k,n,n,p,w,o,l,h
4529,p,e,b,k,k,p,b,p,w,o,l,h
4530,p,e,b,k,k,n,n,p,w,o,l,h
4531,p,e,b,k,k,n,p,p,w,o,l,h
4532,p,e,b,k,k,b,b,p,w,o,l,h
4533,p,e,b,k,k,n,p,p,w,o,l,h
4534,e,e,?,s,f,w,w,p,w,o,f,h
4535,e,e,?,s,s,e,e,p,w,t,e,w
4536,p,e,b,k,k,b,p,p,w,o,l,h
4537,p,e,b,k,k,n,p,p,w,o,l,h
4538,p,e,b,k,k,p,b,p,w,o,l,h
4539,p,e,b,k,k,p,n,p,w,o,l,h
4540,p,e,b,k,k,n,n,p,w,o,l,h
4541,p,e,b,k,k,b,b,p,w,o,l,h
